"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","TrueTime","T","day","year","daytime","nighttime","week","hour"
"553778","5/1/2008","07:01:00",0.5413,0,242.75,1,0,0,0,2008-01-05 07:01:00,2019-11-22 07:01:00,"Sat","2008",TRUE,FALSE,1,"07"
"553779","5/1/2008","07:02:00",0.23,0,242.93,1,0,0,0,2008-01-05 07:02:00,2019-11-22 07:02:00,"Sat","2008",TRUE,FALSE,1,"07"
"553780","5/1/2008","07:03:00",0.234,0,242.02,1,0,0,0,2008-01-05 07:03:00,2019-11-22 07:03:00,"Sat","2008",TRUE,FALSE,1,"07"
"553781","5/1/2008","07:04:00",0.234,0,241.86,1,0,0,0,2008-01-05 07:04:00,2019-11-22 07:04:00,"Sat","2008",TRUE,FALSE,1,"07"
"553782","5/1/2008","07:05:00",0.5302,0,242.39,1,0,0,0,2008-01-05 07:05:00,2019-11-22 07:05:00,"Sat","2008",TRUE,FALSE,1,"07"
"553783","5/1/2008","07:06:00",0.234,0,242.53,1,0,0,0,2008-01-05 07:06:00,2019-11-22 07:06:00,"Sat","2008",TRUE,FALSE,1,"07"
"553784","5/1/2008","07:07:00",0.52715,0.076,241.18,1.4,0,0,0,2008-01-05 07:07:00,2019-11-22 07:07:00,"Sat","2008",TRUE,FALSE,1,"07"
"553785","5/1/2008","07:08:00",0.342,0.106,241.09,1.4,0,0,0,2008-01-05 07:08:00,2019-11-22 07:08:00,"Sat","2008",TRUE,FALSE,1,"07"
"553786","5/1/2008","07:09:00",0.334,0.106,241.06,1.4,0,0,0,2008-01-05 07:09:00,2019-11-22 07:09:00,"Sat","2008",TRUE,FALSE,1,"07"
"553787","5/1/2008","07:10:00",0.33,0.106,240.77,1.4,0,0,0,2008-01-05 07:10:00,2019-11-22 07:10:00,"Sat","2008",TRUE,FALSE,1,"07"
"553788","5/1/2008","07:11:00",0.33,0.108,241.46,1.4,0,0,0,2008-01-05 07:11:00,2019-11-22 07:11:00,"Sat","2008",TRUE,FALSE,1,"07"
"553789","5/1/2008","07:12:00",0.33,0.108,241.6,1.4,0,0,0,2008-01-05 07:12:00,2019-11-22 07:12:00,"Sat","2008",TRUE,FALSE,1,"07"
"553790","5/1/2008","07:13:00",0.5265,0.108,241.62,1.4,0,0,0,2008-01-05 07:13:00,2019-11-22 07:13:00,"Sat","2008",TRUE,FALSE,1,"07"
"553791","5/1/2008","07:14:00",0.336,0.11,242.34,1.4,0,0,0,2008-01-05 07:14:00,2019-11-22 07:14:00,"Sat","2008",TRUE,FALSE,1,"07"
"553792","5/1/2008","07:15:00",0.334,0.112,242.76,1.4,0,0,0,2008-01-05 07:15:00,2019-11-22 07:15:00,"Sat","2008",TRUE,FALSE,1,"07"
"553793","5/1/2008","07:16:00",0.334,0.112,242.62,1.4,0,0,0,2008-01-05 07:16:00,2019-11-22 07:16:00,"Sat","2008",TRUE,FALSE,1,"07"
"553794","5/1/2008","07:17:00",0.33,0.108,241.8,1.4,0,0,0,2008-01-05 07:17:00,2019-11-22 07:17:00,"Sat","2008",TRUE,FALSE,1,"07"
"553795","5/1/2008","07:18:00",0.33,0.108,241.31,1.4,0,0,0,2008-01-05 07:18:00,2019-11-22 07:18:00,"Sat","2008",TRUE,FALSE,1,"07"
"553796","5/1/2008","07:19:00",0.5341,0.108,241.64,1.4,0,0,0,2008-01-05 07:19:00,2019-11-22 07:19:00,"Sat","2008",TRUE,FALSE,1,"07"
"553797","5/1/2008","07:20:00",0.322,0.108,241.72,1.4,0,0,0,2008-01-05 07:20:00,2019-11-22 07:20:00,"Sat","2008",TRUE,FALSE,1,"07"
"553798","5/1/2008","07:21:00",0.322,0.108,241.82,1.4,0,0,0,2008-01-05 07:21:00,2019-11-22 07:21:00,"Sat","2008",TRUE,FALSE,1,"07"
"553799","5/1/2008","07:22:00",0.24,0,241.98,1,0,0,0,2008-01-05 07:22:00,2019-11-22 07:22:00,"Sat","2008",TRUE,FALSE,1,"07"
"553800","5/1/2008","07:23:00",0.53845,0,241.47,1,0,0,0,2008-01-05 07:23:00,2019-11-22 07:23:00,"Sat","2008",TRUE,FALSE,1,"07"
"553801","5/1/2008","07:24:00",0.23,0,240.58,1,0,0,0,2008-01-05 07:24:00,2019-11-22 07:24:00,"Sat","2008",TRUE,FALSE,1,"07"
"553802","5/1/2008","07:25:00",0.232,0,241.12,1,0,0,0,2008-01-05 07:25:00,2019-11-22 07:25:00,"Sat","2008",TRUE,FALSE,1,"07"
"553803","5/1/2008","07:26:00",0.232,0,240.65,1,0,0,0,2008-01-05 07:26:00,2019-11-22 07:26:00,"Sat","2008",TRUE,FALSE,1,"07"
"553804","5/1/2008","07:27:00",0.232,0,241.14,1,0,0,0,2008-01-05 07:27:00,2019-11-22 07:27:00,"Sat","2008",TRUE,FALSE,1,"07"
"553805","5/1/2008","07:28:00",0.23,0,241.4,1,0,0,0,2008-01-05 07:28:00,2019-11-22 07:28:00,"Sat","2008",TRUE,FALSE,1,"07"
"553806","5/1/2008","07:29:00",0.226,0,241.53,1,0,0,0,2008-01-05 07:29:00,2019-11-22 07:29:00,"Sat","2008",TRUE,FALSE,1,"07"
"553807","5/1/2008","07:30:00",0.226,0,242.03,1,0,0,0,2008-01-05 07:30:00,2019-11-22 07:30:00,"Sat","2008",TRUE,FALSE,1,"07"
"553808","5/1/2008","07:31:00",0.228,0,242.41,1,0,0,0,2008-01-05 07:31:00,2019-11-22 07:31:00,"Sat","2008",TRUE,FALSE,1,"07"
"553809","5/1/2008","07:32:00",0.23,0,242.02,1,0,0,0,2008-01-05 07:32:00,2019-11-22 07:32:00,"Sat","2008",TRUE,FALSE,1,"07"
"553810","5/1/2008","07:33:00",0.328,0.082,242.12,1.4,0,0,0,2008-01-05 07:33:00,2019-11-22 07:33:00,"Sat","2008",TRUE,FALSE,1,"07"
"553811","5/1/2008","07:34:00",0.52745,0.08,241.79,1.2,0,0,0,2008-01-05 07:34:00,2019-11-22 07:34:00,"Sat","2008",TRUE,FALSE,1,"07"
"553812","5/1/2008","07:35:00",0.31,0.082,242.25,1.2,0,0,0,2008-01-05 07:35:00,2019-11-22 07:35:00,"Sat","2008",TRUE,FALSE,1,"07"
"553813","5/1/2008","07:36:00",0.52845,0.078,241.66,1.6,0,0,0,2008-01-05 07:36:00,2019-11-22 07:36:00,"Sat","2008",TRUE,FALSE,1,"07"
"553814","5/1/2008","07:37:00",0.54295,0.066,240.9,3.4,0,0,0,2008-01-05 07:37:00,2019-11-22 07:37:00,"Sat","2008",TRUE,FALSE,1,"07"
"553815","5/1/2008","07:38:00",0.5512,0.074,241.54,2.6,0,0,0,2008-01-05 07:38:00,2019-11-22 07:38:00,"Sat","2008",TRUE,FALSE,1,"07"
"553816","5/1/2008","07:39:00",0.5529,0.08,241.61,1.2,0,0,0,2008-01-05 07:39:00,2019-11-22 07:39:00,"Sat","2008",TRUE,FALSE,1,"07"
"553817","5/1/2008","07:40:00",0.55465,0.08,241.79,1.2,0,0,0,2008-01-05 07:40:00,2019-11-22 07:40:00,"Sat","2008",TRUE,FALSE,1,"07"
"553818","5/1/2008","07:41:00",0.296,0.078,241.38,1.2,0,0,0,2008-01-05 07:41:00,2019-11-22 07:41:00,"Sat","2008",TRUE,FALSE,1,"07"
"553819","5/1/2008","07:42:00",0.55735,0,242.24,1.2,0,0,0,2008-01-05 07:42:00,2019-11-22 07:42:00,"Sat","2008",TRUE,FALSE,1,"07"
"553820","5/1/2008","07:43:00",0.55735,0,242.2,1,0,0,0,2008-01-05 07:43:00,2019-11-22 07:43:00,"Sat","2008",TRUE,FALSE,1,"07"
"553821","5/1/2008","07:44:00",0.234,0,242.31,1,0,0,0,2008-01-05 07:44:00,2019-11-22 07:44:00,"Sat","2008",TRUE,FALSE,1,"07"
"553822","5/1/2008","07:45:00",0.232,0,241.41,1,0,0,0,2008-01-05 07:45:00,2019-11-22 07:45:00,"Sat","2008",TRUE,FALSE,1,"07"
"553823","5/1/2008","07:46:00",0.5573,0,241.83,1,0,0,0,2008-01-05 07:46:00,2019-11-22 07:46:00,"Sat","2008",TRUE,FALSE,1,"07"
"553824","5/1/2008","07:47:00",0.234,0,243.13,1,0,0,0,2008-01-05 07:47:00,2019-11-22 07:47:00,"Sat","2008",TRUE,FALSE,1,"07"
"553825","5/1/2008","07:48:00",0.228,0,242.86,1,0,0,0,2008-01-05 07:48:00,2019-11-22 07:48:00,"Sat","2008",TRUE,FALSE,1,"07"
"553826","5/1/2008","07:49:00",0.54935,0,242.25,1,0,0,0,2008-01-05 07:49:00,2019-11-22 07:49:00,"Sat","2008",TRUE,FALSE,1,"07"
"553827","5/1/2008","07:50:00",0.228,0,242.8,1,0,0,0,2008-01-05 07:50:00,2019-11-22 07:50:00,"Sat","2008",TRUE,FALSE,1,"07"
"553828","5/1/2008","07:51:00",0.23,0,243.04,1,0,0,0,2008-01-05 07:51:00,2019-11-22 07:51:00,"Sat","2008",TRUE,FALSE,1,"07"
"553829","5/1/2008","07:52:00",0.54475,0.098,242.44,1.6,0,0,0,2008-01-05 07:52:00,2019-11-22 07:52:00,"Sat","2008",TRUE,FALSE,1,"07"
"553830","5/1/2008","07:53:00",0.346,0.112,242.69,1.4,0,0,0,2008-01-05 07:53:00,2019-11-22 07:53:00,"Sat","2008",TRUE,FALSE,1,"07"
"553831","5/1/2008","07:54:00",0.5452,0.116,243.61,1.4,0,0,0,2008-01-05 07:54:00,2019-11-22 07:54:00,"Sat","2008",TRUE,FALSE,1,"07"
"553832","5/1/2008","07:55:00",0.5454,0.114,242.82,1.4,0,0,0,2008-01-05 07:55:00,2019-11-22 07:55:00,"Sat","2008",TRUE,FALSE,1,"07"
"553833","5/1/2008","07:56:00",0.34,0.112,242.31,1.4,0,0,0,2008-01-05 07:56:00,2019-11-22 07:56:00,"Sat","2008",TRUE,FALSE,1,"07"
"553834","5/1/2008","07:57:00",0.5457,0.112,242.92,1.4,0,0,0,2008-01-05 07:57:00,2019-11-22 07:57:00,"Sat","2008",TRUE,FALSE,1,"07"
"553835","5/1/2008","07:58:00",0.5457,0.11,242.2,1.4,0,0,0,2008-01-05 07:58:00,2019-11-22 07:58:00,"Sat","2008",TRUE,FALSE,1,"07"
"553836","5/1/2008","07:59:00",0.5487,0.25,241.98,2.2,0,0,0,2008-01-05 07:59:00,2019-11-22 07:59:00,"Sat","2008",TRUE,FALSE,1,"07"
"553837","5/1/2008","08:00:00",2.178,0.244,240.58,10.8,0,1,0,2008-01-05 08:00:00,2019-11-22 08:00:00,"Sat","2008",TRUE,FALSE,1,"08"
"553838","5/1/2008","08:01:00",3.996,0.224,239.12,16.8,0,1,0,2008-01-05 08:01:00,2019-11-22 08:01:00,"Sat","2008",TRUE,FALSE,1,"08"
"553839","5/1/2008","08:02:00",4.89,0.21,237.64,20.6,0,2,0,2008-01-05 08:02:00,2019-11-22 08:02:00,"Sat","2008",TRUE,FALSE,1,"08"
"553840","5/1/2008","08:03:00",2.234,0.244,240.84,11.6,0,1,0,2008-01-05 08:03:00,2019-11-22 08:03:00,"Sat","2008",TRUE,FALSE,1,"08"
"553841","5/1/2008","08:04:00",0.8709,0.368,242.81,4.2,0,2,0,2008-01-05 08:04:00,2019-11-22 08:04:00,"Sat","2008",TRUE,FALSE,1,"08"
"553842","5/1/2008","08:05:00",0.89195,0.334,242.18,4.8,0,1,0,2008-01-05 08:05:00,2019-11-22 08:05:00,"Sat","2008",TRUE,FALSE,1,"08"
"553843","5/1/2008","08:06:00",1.126,0.368,241.96,5,0,1,0,2008-01-05 08:06:00,2019-11-22 08:06:00,"Sat","2008",TRUE,FALSE,1,"08"
"553844","5/1/2008","08:07:00",0.9385,0.176,241.59,5,0,2,0,2008-01-05 08:07:00,2019-11-22 08:07:00,"Sat","2008",TRUE,FALSE,1,"08"
"553845","5/1/2008","08:08:00",0.96525,0.128,241.18,5.4,0,1,0,2008-01-05 08:08:00,2019-11-22 08:08:00,"Sat","2008",TRUE,FALSE,1,"08"
"553846","5/1/2008","08:09:00",2.32,0.116,239.42,9.8,0,2,15,2008-01-05 08:09:00,2019-11-22 08:09:00,"Sat","2008",TRUE,FALSE,1,"08"
"553847","5/1/2008","08:10:00",2.432,0.114,238.61,10.2,0,1,18,2008-01-05 08:10:00,2019-11-22 08:10:00,"Sat","2008",TRUE,FALSE,1,"08"
"553848","5/1/2008","08:11:00",3.1,0.108,237.97,13,0,1,18,2008-01-05 08:11:00,2019-11-22 08:11:00,"Sat","2008",TRUE,FALSE,1,"08"
"553849","5/1/2008","08:12:00",1.21905,0.104,237.45,13.4,0,2,17,2008-01-05 08:12:00,2019-11-22 08:12:00,"Sat","2008",TRUE,FALSE,1,"08"
"553850","5/1/2008","08:13:00",3.914,0.124,236.52,16.8,0,1,17,2008-01-05 08:13:00,2019-11-22 08:13:00,"Sat","2008",TRUE,FALSE,1,"08"
"553851","5/1/2008","08:14:00",1.39275,0.224,236.78,15.8,0,1,18,2008-01-05 08:14:00,2019-11-22 08:14:00,"Sat","2008",TRUE,FALSE,1,"08"
"553852","5/1/2008","08:15:00",1.46835,0.216,237.06,14.4,0,2,17,2008-01-05 08:15:00,2019-11-22 08:15:00,"Sat","2008",TRUE,FALSE,1,"08"
"553853","5/1/2008","08:16:00",2.232,0.216,237.78,9.4,0,1,17,2008-01-05 08:16:00,2019-11-22 08:16:00,"Sat","2008",TRUE,FALSE,1,"08"
"553854","5/1/2008","08:17:00",2.212,0.218,237.94,9.2,0,1,18,2008-01-05 08:17:00,2019-11-22 08:17:00,"Sat","2008",TRUE,FALSE,1,"08"
"553855","5/1/2008","08:18:00",1.59075,0.216,237.77,9.2,0,2,17,2008-01-05 08:18:00,2019-11-22 08:18:00,"Sat","2008",TRUE,FALSE,1,"08"
"553856","5/1/2008","08:19:00",1.6382,0.218,237.78,9.2,0,1,18,2008-01-05 08:19:00,2019-11-22 08:19:00,"Sat","2008",TRUE,FALSE,1,"08"
"553857","5/1/2008","08:20:00",2.212,0.22,238.66,9.2,0,1,17,2008-01-05 08:20:00,2019-11-22 08:20:00,"Sat","2008",TRUE,FALSE,1,"08"
"553858","5/1/2008","08:21:00",1.7326,0.122,239,9,0,0,18,2008-01-05 08:21:00,2019-11-22 08:21:00,"Sat","2008",TRUE,FALSE,1,"08"
"553859","5/1/2008","08:22:00",2.14,0.102,238.72,9,0,0,17,2008-01-05 08:22:00,2019-11-22 08:22:00,"Sat","2008",TRUE,FALSE,1,"08"
"553860","5/1/2008","08:23:00",2.142,0.102,238.88,9,0,0,18,2008-01-05 08:23:00,2019-11-22 08:23:00,"Sat","2008",TRUE,FALSE,1,"08"
"553861","5/1/2008","08:24:00",1.8749,0.104,239.14,9,0,0,17,2008-01-05 08:24:00,2019-11-22 08:24:00,"Sat","2008",TRUE,FALSE,1,"08"
"553862","5/1/2008","08:25:00",1.9216,0,239.36,8.8,0,0,18,2008-01-05 08:25:00,2019-11-22 08:25:00,"Sat","2008",TRUE,FALSE,1,"08"
"553863","5/1/2008","08:26:00",1.96775,0,239.45,8.6,0,0,17,2008-01-05 08:26:00,2019-11-22 08:26:00,"Sat","2008",TRUE,FALSE,1,"08"
"553864","5/1/2008","08:27:00",2.08,0,239.09,8.6,0,0,18,2008-01-05 08:27:00,2019-11-22 08:27:00,"Sat","2008",TRUE,FALSE,1,"08"
"553865","5/1/2008","08:28:00",2.0599,0,238.31,8.6,0,0,17,2008-01-05 08:28:00,2019-11-22 08:28:00,"Sat","2008",TRUE,FALSE,1,"08"
"553866","5/1/2008","08:29:00",2.1058,0,238.1,8.6,0,0,18,2008-01-05 08:29:00,2019-11-22 08:29:00,"Sat","2008",TRUE,FALSE,1,"08"
"553867","5/1/2008","08:30:00",2.066,0,238.66,8.6,0,0,17,2008-01-05 08:30:00,2019-11-22 08:30:00,"Sat","2008",TRUE,FALSE,1,"08"
"553868","5/1/2008","08:31:00",2.1977,0,238.56,8.6,0,0,18,2008-01-05 08:31:00,2019-11-22 08:31:00,"Sat","2008",TRUE,FALSE,1,"08"
"553869","5/1/2008","08:32:00",2.2408,0,238.62,8.6,0,0,17,2008-01-05 08:32:00,2019-11-22 08:32:00,"Sat","2008",TRUE,FALSE,1,"08"
"553870","5/1/2008","08:33:00",2.07,0,239.07,8.6,0,0,18,2008-01-05 08:33:00,2019-11-22 08:33:00,"Sat","2008",TRUE,FALSE,1,"08"
"553871","5/1/2008","08:34:00",2.32685,0,237.93,8.6,0,0,17,2008-01-05 08:34:00,2019-11-22 08:34:00,"Sat","2008",TRUE,FALSE,1,"08"
"553872","5/1/2008","08:35:00",2.37015,0,238.57,8.6,0,0,18,2008-01-05 08:35:00,2019-11-22 08:35:00,"Sat","2008",TRUE,FALSE,1,"08"
"553873","5/1/2008","08:36:00",2.06,0,237.63,8.6,0,0,17,2008-01-05 08:36:00,2019-11-22 08:36:00,"Sat","2008",TRUE,FALSE,1,"08"
"553874","5/1/2008","08:37:00",2.174,0.124,236.75,9.2,0,0,17,2008-01-05 08:37:00,2019-11-22 08:37:00,"Sat","2008",TRUE,FALSE,1,"08"
"553875","5/1/2008","08:38:00",2.5055,0.13,238.32,9.2,0,0,17,2008-01-05 08:38:00,2019-11-22 08:38:00,"Sat","2008",TRUE,FALSE,1,"08"
"553876","5/1/2008","08:39:00",2.5491,0.132,238.84,9,0,0,18,2008-01-05 08:39:00,2019-11-22 08:39:00,"Sat","2008",TRUE,FALSE,1,"08"
"553877","5/1/2008","08:40:00",2.206,0.132,239.28,9.2,0,0,18,2008-01-05 08:40:00,2019-11-22 08:40:00,"Sat","2008",TRUE,FALSE,1,"08"
"553878","5/1/2008","08:41:00",2.48275,0.146,241.14,5.6,0,0,3,2008-01-05 08:41:00,2019-11-22 08:41:00,"Sat","2008",TRUE,FALSE,1,"08"
"553879","5/1/2008","08:42:00",2.3894,0.148,241.39,4.8,0,0,0,2008-01-05 08:42:00,2019-11-22 08:42:00,"Sat","2008",TRUE,FALSE,1,"08"
"553880","5/1/2008","08:43:00",2.3624,0.15,241.64,4.8,0,0,0,2008-01-05 08:43:00,2019-11-22 08:43:00,"Sat","2008",TRUE,FALSE,1,"08"
